Quarter	District	Price
2009 3Q	Villa de Vallecas	2616.8
2009 3Q	Villaverde	2289.1
2009 4Q	Arganzuela	3356.8
2009 4Q	Barajas	3273.1
2009 4Q	Carabanchel	2590.3
2009 4Q	Centro	3891.2
2009 4Q	Chamartin	4784.3
2009 4Q	Chamberi	4686.2
2009 4Q	Ciudad Lineal	3435.8
2009 4Q	Fuencarral	3496.3
2009 4Q	Hortaleza	3787.2
2009 4Q	Latina	2517.1
2009 4Q	Madrid	3623.5
2009 4Q	Moncloa	4063.2
2009 4Q	Moratalaz	2690.9
2009 4Q	Puente de Vallecas	2355.1
2009 4Q	Retiro	4141.7
2009 4Q	Salamanca	4867.1
2009 4Q	San Blas	2885.7
2009 4Q	Tetuan	3454.4
2009 4Q	Usera	2399.4
2009 4Q	Vicalvaro	2571.4
2009 4Q	Villa de Vallecas	2579.2
2009 4Q	Villaverde	2269.9
2010 1Q	Arganzuela	3345.2
2010 1Q	Barajas	3290.7
2010 1Q	Carabanchel	2557.3
2010 1Q	Centro	3825.1
2010 1Q	Chamartin	4744.3
2010 1Q	Chamberi	4712.9
2010 1Q	Ciudad Lineal	3363.1
2010 1Q	Fuencarral	3453.3
2010 1Q	Hortaleza	3729
2010 1Q	Latina	2487.8
2010 1Q	Madrid	3598.5
2010 1Q	Moncloa	4014
2010 1Q	Moratalaz	2636.7
2010 1Q	Puente de Vallecas	2292.9
2010 1Q	Retiro	4189.3
2010 1Q	Salamanca	4865.6
2010 1Q	San Blas	2846.8
2010 1Q	Tetuan	3446.6
2010 1Q	Usera	2362.9
2010 1Q	Vicalvaro	2612.9
2010 1Q	Villa de Vallecas	2555.3
2010 1Q	Villaverde	2203.5
2010 2Q	Arganzuela	3317.3
2010 2Q	Barajas	3186.8
2010 2Q	Carabanchel	2481.1
2010 2Q	Centro	3739.7
2010 2Q	Chamartin	4788.1
2010 2Q	Chamberi	4686.1
2010 2Q	Ciudad Lineal	3335.7
2010 2Q	Fuencarral	3425.6
2010 2Q	Hortaleza	3711.7
2010 2Q	Latina	2457.9
2010 2Q	Madrid	3582.3
2010 2Q	Moncloa	3986.6
2010 2Q	Moratalaz	2617.5
2010 2Q	Puente de Vallecas	2236.7
2010 2Q	Retiro	4234.6
2010 2Q	Salamanca	4818.2
2010 2Q	San Blas	2764.2
2010 2Q	Tetuan	3420
2010 2Q	Usera	2298.8
2010 2Q	Vicalvaro	2533.2
2010 2Q	Villa de Vallecas	2462.5
2010 2Q	Villaverde	2143.3
2010 3Q	Arganzuela	3349.8
2010 3Q	Barajas	3240.5
2010 3Q	Carabanchel	2439.7
2010 3Q	Centro	3758.5
2010 3Q	Chamartin	4693.8
2010 3Q	Chamberi	4604.4
2010 3Q	Ciudad Lineal	3310.5
2010 3Q	Fuencarral	3437.8
2010 3Q	Hortaleza	3705.2
2010 3Q	Latina	2453.1
2010 3Q	Madrid	3534.5
2010 3Q	Moncloa	3932.4
2010 3Q	Moratalaz	2607.7
2010 3Q	Puente de Vallecas	2215.7
2010 3Q	Retiro	4320.5
2010 3Q	Salamanca	4789.1
2010 3Q	San Blas	2767.7
2010 3Q	Tetuan	3423.4
2010 3Q	Usera	2274.7
2010 3Q	Vicalvaro	2496.4
2010 3Q	Villa de Vallecas	2502.1
2010 3Q	Villaverde	2113
2010 4Q	Arganzuela	3275.8
2010 4Q	Barajas	3212.4
2010 4Q	Carabanchel	2384.7
2010 4Q	Centro	3786
2010 4Q	Chamartin	4557.4
2010 4Q	Chamberi	4479.1
2010 4Q	Ciudad Lineal	3249.2
2010 4Q	Fuencarral	3456.1
2010 4Q	Hortaleza	3573.3
2010 4Q	Latina	2404.1
2010 4Q	Madrid	3460.3
2010 4Q	Moncloa	3893.5
2010 4Q	Moratalaz	2574
2010 4Q	Puente de Vallecas	2154.9
2010 4Q	Retiro	4126.6
2010 4Q	Salamanca	4737
2010 4Q	San Blas	2745.7
2010 4Q	Tetuan	3369
2010 4Q	Usera	2245.3
2010 4Q	Vicalvaro	2463.7
2010 4Q	Villa de Vallecas	2479.6
2010 4Q	Villaverde	2041.7
2011 1Q	Arganzuela	3250.1
2011 1Q	Barajas	3178.9
2011 1Q	Carabanchel	2330.3
2011 1Q	Centro	3727.8
2011 1Q	Chamartin	4498.3
2011 1Q	Chamberi	4445.2
2011 1Q	Ciudad Lineal	3209.5
2011 1Q	Fuencarral	3401.3
2011 1Q	Hortaleza	3478.2
2011 1Q	Latina	2316.7
2011 1Q	Madrid	3393.4
2011 1Q	Moncloa	3841.5
2011 1Q	Moratalaz	2487.8
2011 1Q	Puente de Vallecas	2099.7
2011 1Q	Retiro	4169.1
2011 1Q	Salamanca	4563.6
2011 1Q	San Blas	2682.7
2011 1Q	Tetuan	3290.7
2011 1Q	Usera	2167.3
2011 1Q	Vicalvaro	2378.5
2011 1Q	Villa de Vallecas	2471.9
2011 1Q	Villaverde	1941.6
2011 2Q	Arganzuela	3161
2011 2Q	Barajas	3140
2011 2Q	Carabanchel	2247.5
2011 2Q	Centro	3596.2
2011 2Q	Chamartin	4492.9
2011 2Q	Chamberi	4355.6
2011 2Q	Ciudad Lineal	3144
2011 2Q	Fuencarral	3316.9
2011 2Q	Hortaleza	3385.3
2011 2Q	Latina	2251.1
2011 2Q	Madrid	3342.9
2011 2Q	Moncloa	3810.8
2011 2Q	Moratalaz	2450.8
2011 2Q	Puente de Vallecas	2008
2011 2Q	Retiro	4119.7
2011 2Q	Salamanca	4562.8
2011 2Q	San Blas	2624.3
2011 2Q	Tetuan	3254.3
2011 2Q	Usera	2121.6
2011 2Q	Vicalvaro	2334.1
2011 2Q	Villa de Vallecas	2430
2011 2Q	Villaverde	1908.9
2011 3Q	Arganzuela	3122.5
2011 3Q	Barajas	3035
2011 3Q	Carabanchel	2221.3
2011 3Q	Centro	3602.7
2011 3Q	Chamartin	4422.9
2011 3Q	Chamberi	4308.6
2011 3Q	Ciudad Lineal	3166.1
2011 3Q	Fuencarral	3265
2011 3Q	Hortaleza	3378.3
2011 3Q	Latina	2222.7
2011 3Q	Madrid	3322.5
2011 3Q	Moncloa	3763.2
2011 3Q	Moratalaz	2388.2
2011 3Q	Puente de Vallecas	1959.6
2011 3Q	Retiro	4096.7
2011 3Q	Salamanca	4616.5
2011 3Q	San Blas	2608.8
2011 3Q	Tetuan	3201.3
2011 3Q	Usera	2019.6
2011 3Q	Vicalvaro	2317.4
2011 3Q	Villa de Vallecas	2394.9
2011 3Q	Villaverde	1863.4
2011 4Q	Arganzuela	3063.2
2011 4Q	Barajas	3024.1
2011 4Q	Carabanchel	2127.3
2011 4Q	Centro	3574.8
2011 4Q	Chamartin	4314.4
2011 4Q	Chamberi	4227.5
2011 4Q	Ciudad Lineal	3078.3
2011 4Q	Fuencarral	3211.1
2011 4Q	Hortaleza	3345.6
2011 4Q	Latina	2133.6
2011 4Q	Madrid	3252.3
2011 4Q	Moncloa	3678.8
2011 4Q	Moratalaz	2297.5
2011 4Q	Puente de Vallecas	1811.7
2011 4Q	Retiro	3956.6
2011 4Q	Salamanca	4503.6
2011 4Q	San Blas	2529.9
2011 4Q	Tetuan	3103.9
2011 4Q	Usera	1941.7
2011 4Q	Vicalvaro	2238.4
2011 4Q	Villa de Vallecas	2336
2011 4Q	Villaverde	1752.8
2012 1Q	Arganzuela	3022.8
2012 1Q	Barajas	3022.8
2012 1Q	Carabanchel	2067.6
2012 1Q	Centro	3484
2012 1Q	Chamartin	4216.4
2012 1Q	Chamberi	4189.5
2012 1Q	Ciudad Lineal	3009.1
2012 1Q	Fuencarral	3120.9
2012 1Q	Hortaleza	3222.5
2012 1Q	Latina	2050
2012 1Q	Madrid	3194.6
2012 1Q	Moncloa	3602
2012 1Q	Moratalaz	2248
2012 1Q	Puente de Vallecas	1757.6
2012 1Q	Retiro	3769.6
2012 1Q	Salamanca	4388.3
2012 1Q	San Blas	2477.8
2012 1Q	Tetuan	2996.1
2012 1Q	Usera	1877.2
2012 1Q	Vicalvaro	2167.4
2012 1Q	Villa de Vallecas	2266.7
2012 1Q	Villaverde	1667.2
2012 2Q	Arganzuela	2897.7
2012 2Q	Barajas	2928.2
2012 2Q	Carabanchel	1980.8
2012 2Q	Centro	3389.7
2012 2Q	Chamartin	4127.9
2012 2Q	Chamberi	4055.1
2012 2Q	Ciudad Lineal	2927.5
2012 2Q	Fuencarral	3015.6
2012 2Q	Hortaleza	3115.9
2012 2Q	Latina	2003.7
2012 2Q	Madrid	3107
2012 2Q	Moncloa	3498.1
2012 2Q	Moratalaz	2178.4
2012 2Q	Puente de Vallecas	1711.6
2012 2Q	Retiro	3661.4
2012 2Q	Salamanca	4267
2012 2Q	San Blas	2371.8
2012 2Q	Tetuan	2920.4
2012 2Q	Usera	1806.8
2012 2Q	Vicalvaro	2041
2012 2Q	Villa de Vallecas	2182.9
2012 2Q	Villaverde	1593.2
2012 3Q	Arganzuela	2790.2
2012 3Q	Barajas	2869.5
2012 3Q	Carabanchel	1874.8
2012 3Q	Centro	3311.6
2012 3Q	Chamartin	4028.3
2012 3Q	Chamberi	3930.1
2012 3Q	Ciudad Lineal	2819.6
2012 3Q	Fuencarral	2947.7
2012 3Q	Hortaleza	3033.8
2012 3Q	Latina	1909.3
2012 3Q	Madrid	3078.5
2012 3Q	Moncloa	3440.1
2012 3Q	Moratalaz	2097.8
2012 3Q	Puente de Vallecas	1622.2
2012 3Q	Retiro	3610.5
2012 3Q	Salamanca	4297.2
2012 3Q	San Blas	2294.4
2012 3Q	Tetuan	2818.7
2012 3Q	Usera	1739.4
2012 3Q	Vicalvaro	1864
2012 3Q	Villa de Vallecas	2163.4
2012 3Q	Villaverde	1520.3
2012 4Q	Arganzuela	2689.8
2012 4Q	Barajas	2776.7
2012 4Q	Carabanchel	1820.6
2012 4Q	Centro	3202.3
2012 4Q	Chamartin	3964.6
2012 4Q	Chamberi	3772.2
2012 4Q	Ciudad Lineal	2728.9
2012 4Q	Fuencarral	2835
2012 4Q	Hortaleza	2950.7
2012 4Q	Latina	1821.2
2012 4Q	Madrid	3000.5
2012 4Q	Moncloa	3295.3
2012 4Q	Moratalaz	2012.9
2012 4Q	Puente de Vallecas	1570
2012 4Q	Retiro	3460.5
2012 4Q	Salamanca	4172.8
2012 4Q	San Blas	2175.7
2012 4Q	Tetuan	2723.7
2012 4Q	Usera	1689
2012 4Q	Vicalvaro	1794.5
2012 4Q	Villa de Vallecas	2083.3
2012 4Q	Villaverde	1491.7
2013 1Q	Arganzuela	2679.7
2013 1Q	Barajas	2774.9
2013 1Q	Carabanchel	1798.7
2013 1Q	Centro	3154.8
2013 1Q	Chamartin	3873.1
2013 1Q	Chamberi	3660
2013 1Q	Ciudad Lineal	2660.4
2013 1Q	Fuencarral	2788.4
2013 1Q	Hortaleza	2957.5
2013 1Q	Latina	1802.8
2013 1Q	Madrid	2946
2013 1Q	Moncloa	3218.1
2013 1Q	Moratalaz	1943.5
2013 1Q	Puente de Vallecas	1538.3
2013 1Q	Retiro	3404.8
2013 1Q	Salamanca	4040.2
2013 1Q	San Blas	2111.8
2013 1Q	Tetuan	2725.7
2013 1Q	Usera	1656
2013 1Q	Vicalvaro	1801.9
2013 1Q	Villa de Vallecas	2078
2013 1Q	Villaverde	1441.3
2013 2Q	Arganzuela	2583.8
2013 2Q	Barajas	2625.2
2013 2Q	Carabanchel	1739.9
2013 2Q	Centro	3080.9
2013 2Q	Chamartin	3820.4
2013 2Q	Chamberi	3624.9
2013 2Q	Ciudad Lineal	2593.3
2013 2Q	Fuencarral	2717.5
2013 2Q	Hortaleza	2965.1
2013 2Q	Latina	1763.6
2013 2Q	Madrid	2922.7
2013 2Q	Moncloa	3147.2
2013 2Q	Moratalaz	1940.2
2013 2Q	Puente de Vallecas	1493.1
2013 2Q	Retiro	3401.4
2013 2Q	Salamanca	4005
2013 2Q	San Blas	2089.4
2013 2Q	Tetuan	2727.7
2013 2Q	Usera	1590.5
2013 2Q	Vicalvaro	1680.6
2013 2Q	Villa de Vallecas	2012.2
2013 2Q	Villaverde	1391.4
2013 3Q	Arganzuela	2684.6
2013 3Q	Barajas	2727.5
2013 3Q	Carabanchel	1796.5
2013 3Q	Centro	3434
2013 3Q	Chamartin	3758.3
2013 3Q	Chamberi	3681.9
2013 3Q	Ciudad Lineal	2525
2013 3Q	Fuencarral	2885
2013 3Q	Hortaleza	3021
2013 3Q	Latina	1925.8
2013 3Q	Madrid	2835.8
2013 3Q	Moncloa	3324.4
2013 3Q	Moratalaz	1999.4
2013 3Q	Puente de Vallecas	1627
2013 3Q	Retiro	3538.9
2013 3Q	Salamanca	4147.7
2013 3Q	San Blas	2258.5
2013 3Q	Tetuan	2730.1
2013 3Q	Usera	1745.4
2013 3Q	Vicalvaro	1710.5
2013 3Q	Villa de Vallecas	2286.2
2013 3Q	Villaverde	1475.5
2013 4Q	Arganzuela	2796.7
2013 4Q	Barajas	2763.6
2013 4Q	Carabanchel	1857.1
2013 4Q	Centro	3354.2
2013 4Q	Chamartin	3747.1
2013 4Q	Chamberi	3566.8
2013 4Q	Ciudad Lineal	2630.7
2013 4Q	Fuencarral	2805
2013 4Q	Hortaleza	3016.6
2013 4Q	Latina	1878.8
2013 4Q	Madrid	2823.6
2013 4Q	Moncloa	3333.8
2013 4Q	Moratalaz	2037.6
2013 4Q	Puente de Vallecas	1617.9
2013 4Q	Retiro	3322
2013 4Q	Salamanca	4115.9
2013 4Q	San Blas	2206
2013 4Q	Tetuan	2642.7
2013 4Q	Usera	1677.9
2013 4Q	Vicalvaro	1824.6
2013 4Q	Villa de Vallecas	2168
2013 4Q	Villaverde	1407.5
2014 1Q	Arganzuela	2827.8
2014 1Q	Barajas	2828.3
2014 1Q	Carabanchel	1798.2
2014 1Q	Centro	3412
2014 1Q	Chamartin	3735.3
2014 1Q	Chamberi	3683.3
2014 1Q	Ciudad Lineal	2666.1
2014 1Q	Fuencarral	2820.8
2014 1Q	Hortaleza	2956
2014 1Q	Latina	1857.1
2014 1Q	Madrid	2774.8
2014 1Q	Moncloa	3311.9
2014 1Q	Moratalaz	2078.7
2014 1Q	Puente de Vallecas	1607.9
2014 1Q	Retiro	3374.2
2014 1Q	Salamanca	4247.5
2014 1Q	San Blas	2151.8
2014 1Q	Tetuan	2701
2014 1Q	Usera	1646.6
2014 1Q	Vicalvaro	1835.8
2014 1Q	Villa de Vallecas	2183.1
2014 1Q	Villaverde	1298.6
2014 2Q	Arganzuela	2684.8
2014 2Q	Barajas	2715.9
2014 2Q	Carabanchel	1698.3
2014 2Q	Centro	3337.4
2014 2Q	Chamartin	3674.1
2014 2Q	Chamberi	3643.7
2014 2Q	Ciudad Lineal	2581.8
2014 2Q	Fuencarral	2678.1
2014 2Q	Hortaleza	2781.6
2014 2Q	Latina	1722.7
2014 2Q	Madrid	2721.3
2014 2Q	Moncloa	3256.9
2014 2Q	Moratalaz	1968
2014 2Q	Puente de Vallecas	1486.8
2014 2Q	Retiro	3388.9
2014 2Q	Salamanca	4129.6
2014 2Q	San Blas	2031.6
2014 2Q	Tetuan	2602
2014 2Q	Usera	1500.1
2014 2Q	Vicalvaro	1690.9
2014 2Q	Villa de Vallecas	2010.4
2014 2Q	Villaverde	1234.7
2014 3Q	Arganzuela	2637.9
2014 3Q	Barajas	2610.7
2014 3Q	Carabanchel	1639.6
2014 3Q	Centro	3276.2
2014 3Q	Chamartin	3652.2
2014 3Q	Chamberi	3628.6
2014 3Q	Ciudad Lineal	2514
2014 3Q	Fuencarral	2656.4
2014 3Q	Hortaleza	2778.9
2014 3Q	Latina	1677.3
2014 3Q	Madrid	2701.9
2014 3Q	Moncloa	3204
2014 3Q	Moratalaz	1928.7
2014 3Q	Puente de Vallecas	1456
2014 3Q	Retiro	3364.8
2014 3Q	Salamanca	4134.4
2014 3Q	San Blas	2014.6
2014 3Q	Tetuan	2566.7
2014 3Q	Usera	1474.8
2014 3Q	Vicalvaro	1692.8
2014 3Q	Villa de Vallecas	1987.7
2014 3Q	Villaverde	1217.9
2014 4Q	Arganzuela	2653.3
2014 4Q	Barajas	2583.1
2014 4Q	Carabanchel	1601.7
2014 4Q	Centro	3284.7
2014 4Q	Chamartin	3716.6
2014 4Q	Chamberi	3629.9
2014 4Q	Ciudad Lineal	2463.8
2014 4Q	Fuencarral	2655.6
2014 4Q	Hortaleza	2765.2
2014 4Q	Latina	1590.4
2014 4Q	Madrid	2694.2
2014 4Q	Moncloa	3156.9
2014 4Q	Moratalaz	1952.1
2014 4Q	Puente de Vallecas	1396.3
2014 4Q	Retiro	3273.8
2014 4Q	Salamanca	4137.7
2014 4Q	San Blas	1983.3
2014 4Q	Tetuan	2544.9
2014 4Q	Usera	1470.5
2014 4Q	Vicalvaro	1692.4
2014 4Q	Villa de Vallecas	1914
2014 4Q	Villaverde	1238.5
